alignment_improvement,alignment_p_value,frobenius,graph_id,hub_overlap,hub_overlap_null_mean,hub_overlap_p_value,l1,model,random_l1_mean,alignment_improvement_pct,hub_enrichment,error_ratio,alignment_p_fdr,hub_p_fdr,alignment_significant_fdr,hub_significant_fdr
0.0024110156959851,0.3766233766233766,2.3684587478637695,10,0.3,0.1108,0.0869130869130869,0.0212199706584215,MLP,0.0212712559904903,0.24110156959851,0.18919999999999998,0.9975889843039015,0.6694065428242644,0.5030758714969241,False,False
-0.0011576910613628,0.5594405594405595,2.3697848320007324,11,0.2,0.1111,0.3036963036963037,0.0212478674948215,MLP,0.0212232974730432,-0.11576910613628,0.0889,1.0011576910614153,0.6844919786096257,0.6193095161066691,False,False
0.003308320315554,0.3196803196803197,2.3537964820861816,12,0.3,0.1075,0.0709290709290709,0.0210221912711858,MLP,0.0210919702649116,0.33083203155540003,0.1925,0.996691679684288,0.6694065428242644,0.5030758714969241,False,False
0.0047803388276462,0.2407592407592407,2.3597114086151123,13,0.0,0.1093,1.0,0.0211274679750204,MLP,0.0212289495468139,0.47803388276462,-0.1093,0.9952196611721313,0.6694065428242644,1.0,False,False
-0.0015409521223706,0.5984015984015985,2.3621323108673096,14,0.3,0.1124,0.0809190809190809,0.021407563239336,MLP,0.0213746259640902,-0.15409521223706,0.1876,1.0015409521224434,0.6976879622619534,0.5030758714969241,False,False
0.0023246558531099,0.3736263736263736,2.365053653717041,15,0.1,0.1131,0.7232767232767233,0.0210571680217981,MLP,0.0211062327492982,0.23246558531099001,-0.0131,0.997675344146779,0.6694065428242644,0.8267001815388911,False,False
0.0008431718807072,0.4495504495504495,2.369689702987671,16,0.3,0.1147,0.0849150849150849,0.0213002767413854,MLP,0.0213182516917586,0.08431718807072,0.1853,0.9991568281192519,0.6694065428242644,0.5030758714969241,False,False
0.0039084525468987,0.2917082917082917,2.3607065677642822,17,0.2,0.1128,0.3186813186813186,0.0212547034025192,MLP,0.0213381023630499,0.39084525468986997,0.08720000000000001,0.9960915474529206,0.6694065428242644,0.6193095161066691,False,False
0.001514854011249,0.4175824175824176,2.374350070953369,18,0.3,0.1138,0.0889110889110889,0.0211435388773679,MLP,0.0211756168454885,0.1514854011249,0.18619999999999998,0.9984851459886783,0.6694065428242644,0.5030758714969241,False,False
-0.0017667954627972,0.5974025974025974,2.370023012161255,19,0.1,0.1101,0.7222777222777222,0.0212828423827886,MLP,0.0212453062720596,-0.17667954627972,-0.010099999999999998,1.0017667954628813,0.6976879622619534,0.8267001815388911,False,False
0.0011689863445018,0.4375624375624375,2.3787474632263184,20,0.4,0.1109,0.0119880119880119,0.0213581565767526,MLP,0.0213831531908363,0.11689863445018,0.2891,0.998831013655441,0.6694065428242644,0.5030758714969241,False,False
0.0046277130923469,0.2677322677322677,2.356616497039795,21,0.1,0.1094,0.7182817182817183,0.0212346836924552,MLP,0.0213334085866808,0.46277130923469006,-0.009399999999999992,0.9953722869074361,0.6694065428242644,0.8267001815388911,False,False
0.0044151782814121,0.2777222777222777,2.358597755432129,22,0.2,0.1082,0.3076923076923077,0.0211059153079986,MLP,0.0211995149459689,0.44151782814121,0.0918,0.995584821718381,0.6694065428242644,0.6193095161066691,False,False
-0.0019370539770509,0.6123876123876124,2.3678464889526367,23,0.1,0.108,0.6923076923076923,0.0212755240499973,MLP,0.0212343918867409,-0.19370539770509002,-0.007999999999999993,1.0019370539771417,0.7076479076479077,0.8267001815388911,False,False
0.0029248456213262,0.3596403596403596,2.356091260910034,24,0.2,0.1129,0.3206793206793207,0.0211493521928787,MLP,0.0212113922405987,0.29248456213262,0.08710000000000001,0.9970751543785393,0.6694065428242644,0.6193095161066691,False,False
0.0052098702495808,0.2357642357642357,2.366759777069092,25,0.3,0.1149,0.0859140859140859,0.0211038179695606,MLP,0.0212143419384956,0.52098702495808,0.1851,0.9947901297501742,0.6694065428242644,0.5030758714969241,False,False
-0.0006771094725252,0.5374625374625375,2.377326726913452,26,0.3,0.1143,0.0829170829170829,0.0212111063301563,MLP,0.0211967538073658,-0.06771094725252,0.18569999999999998,1.0006771094725604,0.681265206812652,0.5030758714969241,False,False
0.006398179325402,0.1838161838161838,2.363919496536255,27,0.0,0.1098,1.0,0.0210203696042299,MLP,0.0211557277441024,0.6398179325402,-0.1098,0.9936018206742978,0.6694065428242644,1.0,False,False
0.0034622921634969,0.3156843156843157,2.371227502822876,28,0.3,0.1088,0.0769230769230769,0.0212115291506052,MLP,0.0212852248176932,0.34622921634969,0.19119999999999998,0.996537707836342,0.6694065428242644,0.5030758714969241,False,False
-0.0013491546682524,0.5934065934065934,2.374747514724731,29,0.1,0.1057,0.7042957042957043,0.0212971996515989,MLP,0.0212685051485896,-0.13491546682524,-0.005699999999999997,1.0013491546683149,0.6965495001612383,0.8267001815388911,False,False
0.0034386123278551,0.3226773226773227,2.3713314533233643,30,0.2,0.1152,0.3166833166833167,0.021314300596714,MLP,0.0213878451045602,0.34386123278551,0.08480000000000001,0.9965613876719857,0.6694065428242644,0.6193095161066691,False,False
0.0030669793176475,0.3296703296703296,2.3654978275299072,31,0.2,0.1088,0.2917082917082917,0.0211142115294933,MLP,0.0211791675984859,0.30669793176475,0.09120000000000002,0.9969330206822085,0.6694065428242644,0.6193095161066691,False,False
0.007555937850855,0.1378621378621378,2.3564302921295166,32,0.3,0.1142,0.0879120879120879,0.0211259517818689,MLP,0.0212867934703826,0.7555937850855,0.1858,0.9924440621487925,0.6694065428242644,0.5030758714969241,False,False
0.0006649491626485,0.4775224775224775,2.363312244415283,33,0.2,0.1049,0.2867132867132867,0.0211904309689998,MLP,0.0212045309040695,0.06649491626485,0.09510000000000002,0.9993350508373192,0.6694065428242644,0.6193095161066691,False,False
-0.0012820004675265,0.5734265734265734,2.3820276260375977,34,0.4,0.1083,0.0129870129870129,0.0213143974542617,MLP,0.0212871073726564,-0.12820004675265,0.2917,1.0012820004675862,0.6918371651550306,0.5030758714969241,False,False
0.0073186992882975,0.1598401598401598,2.3528940677642822,35,0.2,0.1126,0.3086913086913087,0.020956914871931,MLP,0.021111423028633,0.73186992882975,0.0874,0.9926813007113522,0.6694065428242644,0.6193095161066691,False,False
0.0081511971403129,0.1268731268731268,2.367912530899048,36,0.1,0.1153,0.7362637362637363,0.0212736967951059,MLP,0.0214485279750078,0.8151197140312901,-0.015299999999999994,0.9918488028593098,0.6694065428242644,0.8267001815388911,False,False
-0.0028965708325925,0.6593406593406593,2.370963335037231,37,0.2,0.1155,0.3286713286713286,0.0211751796305179,MLP,0.02111402137205,-0.28965708325925,0.0845,1.0028965708327293,0.7227555053642011,0.6193095161066691,False,False
0.0046240670749985,0.2617382617382617,2.372185230255127,38,0.1,0.1147,0.7282717282717283,0.0213223956525325,MLP,0.0214214498735964,0.46240670749985,-0.01469999999999999,0.9953759329247835,0.6694065428242644,0.8267001815388911,False,False
0.0022416967838416,0.3666333666333666,2.3659889698028564,39,0.2,0.116,0.3266733266733266,0.021190607920289,MLP,0.0212382175642997,0.22416967838416002,0.084,0.997758303216051,0.6694065428242644,0.6193095161066691,False,False
-0.0015672506386294,0.5844155844155844,2.364772081375122,40,0.0,0.1054,1.0,0.0212490428239107,MLP,0.0212157923597842,-0.15672506386294,-0.1054,1.0015672506387048,0.6926406926406926,1.0,False,False
0.0037471456100697,0.3026973026973027,2.366276741027832,41,0.2,0.1152,0.3286713286713286,0.0211362447589635,MLP,0.0212157432381063,0.37471456100697,0.08480000000000001,0.996252854389753,0.6694065428242644,0.6193095161066691,False,False
0.0021625319443279,0.3896103896103896,2.3810980319976807,42,0.2,0.1043,0.2897102897102897,0.021350085735321,MLP,0.0213963560387492,0.21625319443278998,0.09570000000000001,0.9978374680555696,0.6694065428242644,0.6193095161066691,False,False
-0.0031137950671582,0.6693306693306693,2.372627019882202,43,0.0,0.1097,1.0,0.0212758034467697,MLP,0.0212097605988383,-0.31137950671582,-0.1097,1.003113795067306,0.7227555053642011,1.0,False,False
0.007094677673372,0.1648351648351648,2.3655223846435547,44,0.2,0.114,0.3166833166833167,0.0209694728255271,MLP,0.0211193075049668,0.7094677673372001,0.08600000000000001,0.9929053223262901,0.6694065428242644,0.6193095161066691,False,False
0.0023735196640463,0.3826173826173826,2.3707945346832275,45,0.1,0.1108,0.6923076923076923,0.0212626717984676,MLP,0.0213132592383772,0.23735196640463,-0.01079999999999999,0.9976264803358413,0.6694065428242644,0.8267001815388911,False,False
0.0025430694300869,0.3646353646353646,2.3757495880126953,46,0.2,0.1118,0.3056943056943056,0.0213982835412025,MLP,0.0214528396017849,0.25430694300869,0.08820000000000001,0.9974569305697945,0.6694065428242644,0.6193095161066691,False,False
0.0028141663328372,0.3546453546453546,2.3694896697998047,47,0.1,0.1099,0.6863136863136863,0.0213242825120687,MLP,0.0213844619449228,0.28141663328372,-0.009899999999999992,0.9971858336670291,0.6694065428242644,0.8267001815388911,False,False
0.0011073093209951,0.4505494505494505,2.373741388320923,48,0.0,0.1134,1.0,0.0212729964405298,MLP,0.0212965783402323,0.11073093209951,-0.1134,0.9988926906789551,0.6694065428242644,1.0,False,False
0.0059005889131302,0.2167832167832167,2.360058069229126,49,0.2,0.1046,0.2817182817182817,0.0212114676833152,MLP,0.0213373707365244,0.59005889131302,0.09540000000000001,0.9940994110865927,0.6694065428242644,0.6193095161066691,False,False
0.0060432468853606,0.1968031968031968,2.3605644702911377,50,0.2,0.1099,0.3076923076923077,0.0211830809712409,MLP,0.0213118738867342,0.60432468853606,0.09010000000000001,0.9939567531143535,0.6694065428242644,0.6193095161066691,False,False
-0.0002225692878347,0.4975024975024975,2.3774354457855225,51,0.3,0.1099,0.0819180819180819,0.021263675764203,MLP,0.0212589441761374,-0.02225692878347,0.1901,1.000222569287844,0.6694065428242644,0.5030758714969241,False,False
0.0095042065231333,0.0889110889110889,2.3523848056793213,52,0.2,0.1121,0.3016983016983017,0.0209485162049531,MLP,0.0211495256647467,0.95042065231333,0.0879,0.9904957934764156,0.6694065428242644,0.6193095161066691,False,False
0.0020365009229788,0.3716283716283716,2.368311643600464,53,0.2,0.1097,0.3076923076923077,0.0211355797946453,MLP,0.0211787102576345,0.20365009229787998,0.0903,0.9979634990769254,0.6694065428242644,0.6193095161066691,False,False
0.0018576116895072,0.4145854145854146,2.3625171184539795,54,0.0,0.1069,1.0,0.021220676600933,MLP,0.0212601697407662,0.18576116895071998,-0.1069,0.9981423883104059,0.6694065428242644,1.0,False,False
-0.0017275158150165,0.5874125874125874,2.378579616546631,55,0.3,0.1087,0.0729270729270729,0.0212527215480804,MLP,0.0212160704508423,-0.17275158150165001,0.19129999999999997,1.0017275158150996,0.6926406926406926,0.5030758714969241,False,False
0.0044202965002543,0.2567432567432567,2.364287853240967,56,0.2,0.1093,0.3116883116883117,0.0210557710379362,MLP,0.0211492570247501,0.44202965002543004,0.09070000000000002,0.9955797034995368,0.6694065428242644,0.6193095161066691,False,False
0.0015671443782909,0.4115884115884116,2.3735411167144775,57,0.2,0.108,0.2907092907092907,0.0213041845709085,MLP,0.0213376237079501,0.15671443782909,0.09200000000000001,0.9984328556216342,0.6694065428242644,0.6193095161066691,False,False
0.0007994904124613,0.4675324675324675,2.3702995777130127,58,0.3,0.1114,0.0809190809190809,0.0213194657117128,MLP,0.0213365240581333,0.07994904124612999,0.1886,0.9992005095875025,0.6694065428242644,0.5030758714969241,False,False
-2.096476107923138e-05,0.4895104895104895,2.3650882244110107,59,0.2,0.1137,0.3016983016983017,0.0213165823370218,MLP,0.0213161354493349,-0.002096476107923138,0.08630000000000002,1.0000209647610827,0.6694065428242644,0.6193095161066691,False,False
0.0023895313554113,0.3656343656343656,2.361905097961426,60,0.3,0.1126,0.0829170829170829,0.0212452914565801,MLP,0.0212961793448776,0.23895313554113,0.18739999999999998,0.9976104686444734,0.6694065428242644,0.5030758714969241,False,False
-0.0006891382825738,0.5494505494505495,2.374135971069336,61,0.2,0.1139,0.3046953046953047,0.0213062297552824,MLP,0.0212915569283068,-0.06891382825738,0.08610000000000001,1.0006891382826069,0.6844919786096257,0.6193095161066691,False,False
-0.0030469539253683,0.6683316683316683,2.387186288833618,62,0.1,0.1108,0.7112887112887113,0.0214505940675735,MLP,0.0213854336366057,-0.30469539253683,-0.01079999999999999,1.0030469539255105,0.7227555053642011,0.8267001815388911,False,False
0.0032469472873572,0.3226773226773227,2.3647336959838867,63,0.2,0.1067999999999999,0.2997002997002997,0.021118551492691,MLP,0.0211873456872999,0.32469472873572003,0.09320000000000012,0.9967530527124906,0.6694065428242644,0.6193095161066691,False,False
0.0015885079940099,0.4195804195804196,2.3654329776763916,64,0.1,0.1097,0.7042957042957043,0.0210873764008283,MLP,0.0211209271624684,0.15885079940099,-0.0097,0.9984114920059134,0.6694065428242644,0.8267001815388911,False,False
0.0003295657096978,0.4945054945054945,2.36651873588562,65,0.2,0.1065,0.2787212787212787,0.0213707666844129,MLP,0.0213778120782226,0.032956570969780004,0.09350000000000001,0.9996704342902856,0.6694065428242644,0.6193095161066691,False,False
-0.003324961055881,0.6683316683316683,2.390122652053833,66,0.2,0.1102,0.3096903096903097,0.0213995836675167,MLP,0.0213286666814237,-0.3324961055881,0.0898,1.0033249610560406,0.7227555053642011,0.6193095161066691,False,False
-0.0003077727562545,0.5234765234765235,2.374279499053955,67,0.1,0.1123,0.7252747252747253,0.0213014502078294,MLP,0.0212948962189257,-0.030777275625449997,-0.012299999999999991,1.0003077727562661,0.676473403746131,0.8267001815388911,False,False
0.00305102905488,0.3576423576423576,2.3607823848724365,68,0.1,0.1095,0.6953046953046953,0.0212306659668684,MLP,0.0212956395819783,0.305102905488,-0.009499999999999995,0.9969489709449777,0.6694065428242644,0.8267001815388911,False,False
0.0015270753804003,0.3936063936063936,2.3561975955963135,69,0.3,0.115,0.0899100899100899,0.0210585780441761,MLP,0.0210907852631062,0.15270753804002998,0.185,0.9984729246195285,0.6694065428242644,0.5030758714969241,False,False
0.000230959172156,0.5054945054945055,2.3719489574432373,70,0.3,0.1082,0.0779220779220779,0.0212757047265768,MLP,0.0212806196808815,0.0230959172156,0.19179999999999997,0.9997690408278329,0.6694065428242644,0.5030758714969241,False,False
0.0016092032588718,0.4005994005994006,2.368091344833374,71,0.0,0.1144,1.0,0.0212824642658233,MLP,0.021316767277196,0.16092032588718,-0.1144,0.9983907967410519,0.6694065428242644,1.0,False,False
-0.0028755060841397,0.6483516483516484,2.3799562454223633,72,0.3,0.1147,0.0869130869130869,0.0212113987654447,MLP,0.021150580143556,-0.28755060841397,0.1853,1.0028755060842731,0.7227555053642011,0.5030758714969241,False,False
0.0026482089003255,0.3606393606393606,2.368803024291992,73,0.1,0.1141,0.7072927072927073,0.0210748985409736,MLP,0.0211308574657887,0.26482089003255,-0.014099999999999988,0.9973517910995473,0.6694065428242644,0.8267001815388911,False,False
0.0014478234368019,0.4165834165834166,2.362502098083496,74,0.2,0.1076,0.2847152847152847,0.0212347656488418,MLP,0.0212655544169247,0.14478234368019,0.09240000000000001,0.998552176563128,0.6694065428242644,0.6193095161066691,False,False
0.0002340811537083,0.4875124875124875,2.3665897846221924,75,0.1,0.1119,0.7062937062937062,0.0212453324347734,MLP,0.0212503067310899,0.02340811537083,-0.011899999999999994,0.9997659188462807,0.6694065428242644,0.8267001815388911,False,False
0.0013461433511581,0.4205794205794206,2.371093511581421,76,0.2,0.1092,0.3006993006993007,0.0213458091020584,MLP,0.0213745823539793,0.13461433511581,0.0908,0.9986538566487806,0.6694065428242644,0.6193095161066691,False,False
-0.0014653442442157,0.5824175824175825,2.3655476570129395,77,0.3,0.113,0.0729270729270729,0.0212030634284019,MLP,0.0211720391027629,-0.14653442442157,0.187,1.0014653442442845,0.6926406926406926,0.5030758714969241,False,False
0.0068590863004973,0.1668331668331668,2.3624463081359863,78,0.1,0.1086,0.7182817182817183,0.0212602112442255,MLP,0.0214070440065115,0.68590863004973,-0.008599999999999997,0.9931409136991852,0.6694065428242644,0.8267001815388911,False,False
0.0046872037607537,0.2527472527472527,2.3621175289154053,79,0.0,0.1101,1.0,0.021107168868184,MLP,0.0212065683752298,0.46872037607537,-0.1101,0.9953127962390226,0.6694065428242644,1.0,False,False
-0.0058714534584011,0.7862137862137862,2.380345344543457,80,0.1,0.1064,0.6813186813186813,0.0212565455585718,MLP,0.0211324672605842,-0.5871453458401099,-0.006399999999999989,1.0058714534586801,0.7969418495734285,0.8267001815388911,False,False
-6.569151702002767e-05,0.5014985014985015,2.3695969581604004,81,0.3,0.1104,0.0779220779220779,0.0213541556149721,MLP,0.0213527529202401,-0.006569151702002766,0.1896,1.0000656915170256,0.6694065428242644,0.5030758714969241,False,False
-0.003035240517768,0.6713286713286714,2.367441415786743,82,0.1,0.1139,0.7202797202797203,0.0214115064591169,MLP,0.021346714047715,-0.30352405177680003,-0.013899999999999996,1.0030352405179117,0.7227555053642011,0.8267001815388911,False,False
0.0003892661123592,0.4745254745254745,2.3761229515075684,83,0.3,0.1054,0.0699300699300699,0.0212791748344898,MLP,0.0212874613218009,0.03892661123592,0.1946,0.9996107338876238,0.6694065428242644,0.5030758714969241,False,False
-0.0047678940789417,0.7532467532467533,2.380894422531128,84,0.0,0.1057,1.0,0.0213291123509407,MLP,0.0212278999723494,-0.47678940789417,-0.1057,1.0047678940791664,0.7756204191847756,1.0,False,False
-0.0052800578742118,0.7782217782217782,2.3841142654418945,85,0.1,0.1134,0.7202797202797203,0.0214515645056962,MLP,0.0213388939108699,-0.52800578742118,-0.013399999999999995,1.0052800578744574,0.795039930599852,0.8267001815388911,False,False
0.0063835263097452,0.1958041958041958,2.360677719116211,86,0.3,0.112,0.0839160839160839,0.0208960007876157,MLP,0.0210302479285746,0.63835263097452,0.188,0.9936164736899514,0.6694065428242644,0.5030758714969241,False,False
0.0046854789610357,0.2637362637362637,2.364032745361328,87,0.2,0.1062,0.2897102897102897,0.0213086865842342,MLP,0.0214089979939162,0.46854789610356995,0.09380000000000001,0.9953145210387472,0.6694065428242644,0.6193095161066691,False,False
0.0085001785368323,0.1088911088911089,2.355773687362671,88,0.2,0.114,0.3176823176823177,0.0210453961044549,MLP,0.0212258193586021,0.85001785368323,0.08600000000000001,0.9914998214627658,0.6694065428242644,0.6193095161066691,False,False
0.0038294322962408,0.2927072927072927,2.372849941253662,89,0.0,0.1102,1.0,0.0212739985436201,MLP,0.0213557790536433,0.38294322962408,-0.1102,0.9961705677035815,0.6694065428242644,1.0,False,False
-0.0005653167507757,0.5294705294705294,2.363685607910156,90,0.1,0.114,0.7092907092907093,0.0212138146162033,MLP,0.021201828867197,-0.05653167507757,-0.013999999999999999,1.0005653167508037,0.676473403746131,0.8267001815388911,False,False
0.00251184020347,0.3636363636363636,2.366973876953125,91,0.1,0.1151,0.7222777222777222,0.0212834309786558,MLP,0.0213370261788368,0.251184020347,-0.015099999999999988,0.9974881597964126,0.6694065428242644,0.8267001815388911,False,False
0.0084156804043426,0.1218781218781218,2.361258029937744,92,0.1,0.1098,0.7152847152847153,0.0211900155991315,MLP,0.0213698574900627,0.8415680404342599,-0.00979999999999999,0.9915843195952603,0.6694065428242644,0.8267001815388911,False,False
0.0009219534432798,0.4225774225774226,2.378164291381836,93,0.1,0.1072,0.6963036963036963,0.0213062800467014,MLP,0.0213259415719658,0.09219534432798,-0.007199999999999998,0.9990780465566761,0.6694065428242644,0.8267001815388911,False,False
0.0015758322144963,0.4075924075924076,2.361490249633789,94,0.2,0.1124,0.3156843156843157,0.021218067035079,MLP,0.0212515559215098,0.15758322144963,0.08760000000000001,0.9984241677854323,0.6694065428242644,0.6193095161066691,False,False
0.0062252101923879,0.1878121878121878,2.360898971557617,95,0.1,0.1128,0.7252747252747253,0.0211700592190027,MLP,0.0213026728350669,0.62252101923879,-0.012799999999999992,0.9937747898073194,0.6694065428242644,0.8267001815388911,False,False
0.0035104975863556,0.3216783216783216,2.368265151977539,96,0.3,0.1106,0.0779220779220779,0.0212050415575504,MLP,0.0212797440476715,0.35104975863556,0.18939999999999999,0.9964895024134807,0.6694065428242644,0.5030758714969241,False,False
-0.0004076412596916,0.5154845154845155,2.365889072418213,97,0.2,0.1073,0.2957042957042957,0.0212779156863689,MLP,0.0212692454643547,-0.04076412596916,0.0927,1.0004076412597114,0.6748025843503231,0.6193095161066691,False,False
0.0056693237911998,0.2147852147852147,2.362086772918701,98,0.1,0.11,0.7162837162837162,0.0210609044879674,MLP,0.0211809863578528,0.56693237911998,-0.009999999999999995,0.994330676208529,0.6694065428242644,0.8267001815388911,False,False
0.005250571984994,0.2377622377622377,2.3534228801727295,99,0.1,0.1067,0.6933066933066933,0.0210764780640602,MLP,0.0211877257432788,0.5250571984994,-0.006699999999999998,0.9947494280147604,0.6694065428242644,0.8267001815388911,False,False
0.0057087081708115,0.2047952047952048,2.3687355518341064,100,0.2,0.1130999999999999,0.3126873126873127,0.0211856048554182,MLP,0.0213072416801005,0.5708708170811501,0.08690000000000012,0.994291291828923,0.6694065428242644,0.6193095161066691,False,False
0.0041247460916123,0.2917082917082917,2.3643429279327393,101,0.2,0.107,0.2917082917082917,0.0212746039032936,MLP,0.0213627196978777,0.41247460916122997,0.09300000000000001,0.9958752539081972,0.6694065428242644,0.6193095161066691,False,False
-0.0014067518141497,0.5754245754245755,2.3700006008148193,102,0.2,0.1120999999999999,0.2987012987012987,0.0213047750294208,MLP,0.0212748466003686,-0.14067518141497,0.08790000000000012,1.0014067518142145,0.691842719492489,0.6193095161066691,False,False
0.0010327053798395,0.4555444555444555,2.3614442348480225,103,0.2,0.1088,0.3046953046953047,0.0211955606937408,MLP,0.0212174720913171,0.10327053798395,0.09120000000000002,0.9989672946201132,0.6694065428242644,0.6193095161066691,False,False
0.0007147279271505,0.4425574425574425,2.376155138015747,104,0.1,0.1176,0.7492507492507493,0.0215519145131111,MLP,0.0215673292856663,0.07147279271505,-0.01759999999999999,0.9992852720728179,0.6694065428242644,0.8325008325008325,False,False
-0.0038305322555419,0.7122877122877123,2.378370761871338,105,0.5,0.105,0.0019980019980019,0.0216711089015007,MLP,0.021588413786143,-0.38305322555418997,0.395,1.0038305322557222,0.7452507251300008,0.5030758714969241,False,False
0.0001769628777038,0.5014985014985015,2.378694534301758,106,0.1,0.1115,0.7022977022977023,0.0215353146195411,MLP,0.0215391262453049,0.01769628777038,-0.011499999999999996,0.9998230371222866,0.6694065428242644,0.8267001815388911,False,False
0.0045206533739191,0.2757242757242757,2.3785276412963867,107,0.0,0.116,1.0,0.0216349139809608,MLP,0.0217331620734184,0.45206533739191,-0.116,0.9954793466258752,0.6694065428242644,1.0,False,False
-0.0011268482312712,0.5594405594405595,2.375406503677368,108,0.1,0.1153,0.7192807192807192,0.0215090047568082,MLP,0.0214847946539521,-0.11268482312712001,-0.015299999999999994,1.0011268482313211,0.6844919786096257,0.8267001815388911,False,False
0.0035167710089504,0.3106893106893107,2.3724632263183594,109,0.2,0.11,0.3006993006993007,0.021377695724368,MLP,0.0214531415104866,0.35167710089504,0.09000000000000001,0.9964832289908814,0.6694065428242644,0.6193095161066691,False,False
0.0068245125457014,0.1648351648351648,2.3647208213806152,110,0.0,0.1142,1.0,0.0213246066123247,MLP,0.0214711366537958,0.68245125457014,-0.1142,0.9931754874539819,0.6694065428242644,1.0,False,False
0.0007178671169225,0.4805194805194805,2.3856115341186523,111,0.1,0.113,0.7232767232767233,0.0217268336564302,MLP,0.0217424418404698,0.07178671169225,-0.012999999999999998,0.9992821328830441,0.6694065428242644,0.8267001815388911,False,False
0.0027144341553933,0.3366633366633366,2.384413480758667,112,0.2,0.1130999999999999,0.3166833166833167,0.0216021332889795,MLP,0.0216609304584562,0.27144341553933,0.08690000000000012,0.9972855658444836,0.6694065428242644,0.6193095161066691,False,False
0.0005253300307816,0.4905094905094905,2.379549503326416,113,0.2,0.1149,0.3266733266733266,0.0216438323259353,MLP,0.0216552084572613,0.05253300307816,0.08510000000000001,0.9994746699691923,0.6694065428242644,0.6193095161066691,False,False
0.0050616256808721,0.2347652347652347,2.3706259727478027,114,0.1,0.1135,0.7232767232767233,0.02151370793581,MLP,0.0216231562588363,0.50616256808721,-0.013499999999999998,0.9949383743188936,0.6694065428242644,0.8267001815388911,False,False
0.0006794798854372,0.4845154845154845,2.3654935359954834,115,0.1,0.1091,0.7132867132867133,0.0215615108609199,MLP,0.0215761714354157,0.06794798854372,-0.009099999999999997,0.9993205201145308,0.6694065428242644,0.8267001815388911,False,False
0.0052464316286873,0.2237762237762237,2.367039442062378,116,0.0,0.1065,1.0,0.0214038845151662,MLP,0.0215167707819491,0.52464316286873,-0.1065,0.9947535683710679,0.6694065428242644,1.0,False,False
-1.4962210401752395e-05,0.5084915084915085,2.378026008605957,117,0.1,0.112,0.7182817182817183,0.0215345975011587,MLP,0.0215342753008008,-0.0014962210401752395,-0.011999999999999997,1.0000149622104018,0.6694065428242644,0.8267001815388911,False,False
0.0006080319254779,0.4675324675324675,2.384493589401245,118,0.2,0.1073,0.2977022977022977,0.0216153524816036,MLP,0.0216285033021122,0.06080319254779,0.0927,0.9993919680744939,0.6694065428242644,0.6193095161066691,False,False
